product_name;opinion_id;sentiment;opinion;score;date,product_name,sentiment,opinion,score,opinion_id,sntiment,date,Product Name,Opinion ID,Sentiment,Opinion,Score,product_name;opinion_id;sentiment;opinion(text);date,statement
 enjoyable and smooth gameplay.;4;,,,,,,,,,,,,,,
 enjoyable and smooth gameplay.;4;,,,,,,,,,,,,,,
 enjoyable and smooth gameplay.;4;,,,,,,,,,,,,,,
 enjoyable and smooth gameplay.;4;,,,,,,,,,,,,,,
 enjoyable and smooth gameplay.;4;,,,,,,,,,,,,,,
 enjoyable and smooth gameplay.;4;,,,,,,,,,,,,,,
 enjoyable and smooth gameplay.;4;,,,,,,,,,,,,,,
 enjoyable and smooth gameplay.;4;,,,,,,,,,,,,,,
 enjoyable and smooth gameplay.;4;,,,,,,,,,,,,,,
 enjoyable and smooth gameplay.;4;,,,,,,,,,,,,,,
 enjoyable and smooth gameplay.;4;,,,,,,,,,,,,,,
 enjoyable and smooth gameplay.;4;,,,,,,,,,,,,,,
 enjoyable and smooth gameplay.;4;,,,,,,,,,,,,,,
 enjoyable and smooth gameplay.;4;,,,,,,,,,,,,,,
 enjoyable and smooth gameplay.;4;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
 too many issues and weak design.;1;,,,,,,,,,,,,,,
,EcoHeat Portable Heater,positive,Absolutely love this product!,5.0,,,,,,,,,,
,ThunderGaming Mouse GX,positive,Super convenient and reliable.,5.0,,,,,,,,,,
,AquaPure Water Filter,positive,Absolutely love this product!,5.0,,,,,,,,,,
,AeroCoffee Maker 3,positive,I would definitely buy it again.,5.0,,,,,,,,,,
,AeroCoffee Maker 3,positive,Great quality and easy to use.,4.0,,,,,,,,,,
,ThunderGaming Mouse GX,positive,Absolutely love this product!,4.0,,,,,,,,,,
,PureSound BT Speaker,positive,Exceeded my expectations.,5.0,,,,,,,,,,
,PureSound BT Speaker,positive,Great quality and easy to use.,4.0,,,,,,,,,,
,FreshBlend Mini Blender,positive,Great quality and easy to use.,4.0,,,,,,,,,,
,EcoHeat Portable Heater,positive,Works perfectly and looks great.,5.0,,,,,,,,,,
,SmartWatch X10,positive,Great quality and easy to use.,4.0,,,,,,,,,,
,AquaPure Water Filter,positive,Exceeded my expectations.,5.0,,,,,,,,,,
,AquaPure Water Filter,positive,Absolutely love this product!,5.0,,,,,,,,,,
,AeroCoffee Maker 3,positive,Works perfectly and looks great.,5.0,,,,,,,,,,
,PureSound BT Speaker,positive,Great quality and easy to use.,4.0,,,,,,,,,,
,ThunderGaming Mouse GX,positive,I would definitely buy it again.,4.0,,,,,,,,,,
,ThunderGaming Mouse GX,positive,Super convenient and reliable.,5.0,,,,,,,,,,
,SmartWatch X10,positive,Absolutely love this product!,4.0,,,,,,,,,,
,AquaPure Water Filter,positive,Amazing performance!,4.0,,,,,,,,,,
,SkyView 4K Drone,positive,Fantastic value for the price.,5.0,,,,,,,,,,
,PureSound BT Speaker,positive,Absolutely love this product!,4.0,,,,,,,,,,
,SmartWatch X10,positive,Fantastic value for the price.,4.0,,,,,,,,,,
,EcoHeat Portable Heater,positive,Exceeded my expectations.,4.0,,,,,,,,,,
,AquaPure Water Filter,positive,Exceeded my expectations.,4.0,,,,,,,,,,
,ThunderGaming Mouse GX,positive,Highly recommended!,5.0,,,,,,,,,,
,LuminaDesk LED Lamp,positive,Super convenient and reliable.,4.0,,,,,,,,,,
,LuminaDesk LED Lamp,positive,Exceeded my expectations.,4.0,,,,,,,,,,
,UltraSound Earbuds Pro,positive,Great quality and easy to use.,5.0,,,,,,,,,,
,LuminaDesk LED Lamp,positive,One of the best purchases I've made.,5.0,,,,,,,,,,
,ThunderGaming Mouse GX,positive,Super convenient and reliable.,5.0,,,,,,,,,,
,AeroCoffee Maker 3,positive,Exceeded my expectations.,4.0,,,,,,,,,,
,AeroCoffee Maker 3,positive,Exceeded my expectations.,5.0,,,,,,,,,,
,EcoHeat Portable Heater,positive,Fantastic value for the price.,4.0,,,,,,,,,,
,SkyView 4K Drone,positive,Works perfectly and looks great.,5.0,,,,,,,,,,
,AquaPure Water Filter,positive,One of the best purchases I've made.,4.0,,,,,,,,,,
,UltraSound Earbuds Pro,positive,Works perfectly and looks great.,5.0,,,,,,,,,,
,SmartWatch X10,positive,Fantastic value for the price.,5.0,,,,,,,,,,
,EcoHeat Portable Heater,positive,Super convenient and reliable.,5.0,,,,,,,,,,
,SmartWatch X10,positive,Highly recommended!,5.0,,,,,,,,,,
,LuminaDesk LED Lamp,positive,Amazing performance!,5.0,,,,,,,,,,
,EcoHeat Portable Heater,positive,Fantastic value for the price.,5.0,,,,,,,,,,
,SmartWatch X10,positive,Absolutely love this product!,4.0,,,,,,,,,,
,UltraSound Earbuds Pro,positive,Works perfectly and looks great.,4.0,,,,,,,,,,
,LuminaDesk LED Lamp,positive,Highly recommended!,4.0,,,,,,,,,,
,SmartWatch X10,positive,Fantastic value for the price.,5.0,,,,,,,,,,
,LuminaDesk LED Lamp,positive,Works perfectly and looks great.,5.0,,,,,,,,,,
,LuminaDesk LED Lamp,positive,Highly recommended!,4.0,,,,,,,,,,
,SkyView 4K Drone,positive,Highly recommended!,5.0,,,,,,,,,,
,AquaPure Water Filter,positive,Exceeded my expectations.,5.0,,,,,,,,,,
,AeroCoffee Maker 3,positive,Highly recommended!,5.0,,,,,,,,,,
,ThunderGaming Mouse GX,positive,I would definitely buy it again.,4.0,,,,,,,,,,
,PureSound BT Speaker,positive,Fantastic value for the price.,4.0,,,,,,,,,,
,SmartWatch X10,positive,Highly recommended!,4.0,,,,,,,,,,
,PureSound BT Speaker,positive,I would definitely buy it again.,5.0,,,,,,,,,,
,FreshBlend Mini Blender,positive,Exceeded my expectations.,5.0,,,,,,,,,,
,AeroCoffee Maker 3,positive,I would definitely buy it again.,5.0,,,,,,,,,,
,SkyView 4K Drone,positive,Absolutely love this product!,5.0,,,,,,,,,,
,EcoHeat Portable Heater,positive,Absolutely love this product!,4.0,,,,,,,,,,
,PureSound BT Speaker,positive,Amazing performance!,4.0,,,,,,,,,,
,SmartWatch X10,positive,Fantastic value for the price.,4.0,,,,,,,,,,
,SmartWatch X10,positive,One of the best purchases I've made.,4.0,,,,,,,,,,
,FreshBlend Mini Blender,positive,One of the best purchases I've made.,4.0,,,,,,,,,,
,SmartWatch X10,positive,Highly recommended!,4.0,,,,,,,,,,
,AeroCoffee Maker 3,positive,Amazing performance!,4.0,,,,,,,,,,
,UltraSound Earbuds Pro,positive,Highly recommended!,4.0,,,,,,,,,,
,AquaPure Water Filter,positive,Highly recommended!,4.0,,,,,,,,,,
,FreshBlend Mini Blender,positive,One of the best purchases I've made.,4.0,,,,,,,,,,
,AquaPure Water Filter,positive,Works perfectly and looks great.,5.0,,,,,,,,,,
,UltraSound Earbuds Pro,positive,One of the best purchases I've made.,4.0,,,,,,,,,,
,AeroCoffee Maker 3,positive,Fantastic value for the price.,4.0,,,,,,,,,,
,FreshBlend Mini Blender,positive,Amazing performance!,5.0,,,,,,,,,,
,AeroCoffee Maker 3,positive,Highly recommended!,5.0,,,,,,,,,,
,FreshBlend Mini Blender,positive,Highly recommended!,4.0,,,,,,,,,,
,SmartWatch X10,positive,Super convenient and reliable.,4.0,,,,,,,,,,
,UltraSound Earbuds Pro,positive,Super convenient and reliable.,4.0,,,,,,,,,,
,EcoHeat Portable Heater,positive,Highly recommended!,4.0,,,,,,,,,,
,SkyView 4K Drone,positive,I would definitely buy it again.,5.0,,,,,,,,,,
,EcoHeat Portable Heater,positive,Works perfectly and looks great.,4.0,,,,,,,,,,
,SmartWatch X10,positive,Exceeded my expectations.,5.0,,,,,,,,,,
,ThunderGaming Mouse GX,positive,Super convenient and reliable.,5.0,,,,,,,,,,
,AquaPure Water Filter,positive,Highly recommended!,4.0,,,,,,,,,,
,ThunderGaming Mouse GX,positive,Fantastic value for the price.,5.0,,,,,,,,,,
,LuminaDesk LED Lamp,positive,Super convenient and reliable.,4.0,,,,,,,,,,
,LuminaDesk LED Lamp,positive,Fantastic value for the price.,5.0,,,,,,,,,,
,LuminaDesk LED Lamp,positive,Absolutely love this product!,5.0,,,,,,,,,,
,LuminaDesk LED Lamp,positive,I would definitely buy it again.,4.0,,,,,,,,,,
,LuminaDesk LED Lamp,positive,Absolutely love this product!,5.0,,,,,,,,,,
,SkyView 4K Drone,positive,Great quality and easy to use.,4.0,,,,,,,,,,
,SmartWatch X10,positive,Fantastic value for the price.,5.0,,,,,,,,,,
,LuminaDesk LED Lamp,positive,I would definitely buy it again.,4.0,,,,,,,,,,
,SkyView 4K Drone,positive,One of the best purchases I've made.,4.0,,,,,,,,,,
,SkyView 4K Drone,positive,I would definitely buy it again.,5.0,,,,,,,,,,
,UltraSound Earbuds Pro,positive,Exceeded my expectations.,4.0,,,,,,,,,,
,SmartWatch X10,positive,Fantastic value for the price.,4.0,,,,,,,,,,
,AeroCoffee Maker 3,positive,I would definitely buy it again.,4.0,,,,,,,,,,
,AeroCoffee Maker 3,positive,Fantastic value for the price.,5.0,,,,,,,,,,
,AquaPure Water Filter,positive,Amazing performance!,4.0,,,,,,,,,,
,PureSound BT Speaker,positive,Super convenient and reliable.,5.0,,,,,,,,,,
,PureSound BT Speaker,positive,Amazing performance!,4.0,,,,,,,,,,
,ThunderGaming Mouse GX,positive,Works perfectly and looks great.,4.0,,,,,,,,,,
,UltraSound Earbuds Pro,negative,Poor quality and difficult to use.,2.0,,,,,,,,,,
,AquaPure Water Filter,negative,Unreliable and poorly made.,1.0,,,,,,,,,,
,ThunderGaming Mouse GX,negative,Terrible performance.,0.0,,,,,,,,,,
,EcoHeat Portable Heater,negative,Poor quality and difficult to use.,2.0,,,,,,,,,,
,LuminaDesk LED Lamp,negative,Poor quality and difficult to use.,2.0,,,,,,,,,,
,AquaPure Water Filter,negative,Stopped working after a short time.,1.0,,,,,,,,,,
,ThunderGaming Mouse GX,negative,Terrible performance.,2.0,,,,,,,,,,
,AquaPure Water Filter,negative,Did not meet my expectations.,1.0,,,,,,,,,,
,AeroCoffee Maker 3,negative,I wouldn't buy it again.,0.0,,,,,,,,,,
,LuminaDesk LED Lamp,negative,Very disappointed with this product.,0.0,,,,,,,,,,
,SkyView 4K Drone,negative,Terrible performance.,0.0,,,,,,,,,,
,FreshBlend Mini Blender,negative,Terrible performance.,1.0,,,,,,,,,,
,SmartWatch X10,negative,I wouldn't buy it again.,0.0,,,,,,,,,,
,ThunderGaming Mouse GX,negative,One of the worst purchases I've made.,2.0,,,,,,,,,,
,ThunderGaming Mouse GX,negative,Not worth the price.,2.0,,,,,,,,,,
,AeroCoffee Maker 3,negative,One of the worst purchases I've made.,1.0,,,,,,,,,,
,PureSound BT Speaker,negative,I wouldn't buy it again.,2.0,,,,,,,,,,
,UltraSound Earbuds Pro,negative,Not worth the price.,2.0,,,,,,,,,,
,UltraSound Earbuds Pro,negative,Did not meet my expectations.,1.0,,,,,,,,,,
,SmartWatch X10,negative,Did not meet my expectations.,0.0,,,,,,,,,,
,SkyView 4K Drone,negative,I wouldn't buy it again.,0.0,,,,,,,,,,
,UltraSound Earbuds Pro,negative,I wouldn't buy it again.,0.0,,,,,,,,,,
,SmartWatch X10,negative,Did not meet my expectations.,2.0,,,,,,,,,,
,SkyView 4K Drone,negative,Unreliable and poorly made.,2.0,,,,,,,,,,
,SkyView 4K Drone,negative,One of the worst purchases I've made.,0.0,,,,,,,,,,
,AquaPure Water Filter,negative,Very disappointed with this product.,1.0,,,,,,,,,,
,PureSound BT Speaker,negative,Poor quality and difficult to use.,1.0,,,,,,,,,,
,LuminaDesk LED Lamp,negative,Did not meet my expectations.,0.0,,,,,,,,,,
,AquaPure Water Filter,negative,Poor quality and difficult to use.,1.0,,,,,,,,,,
,EcoHeat Portable Heater,negative,Poor quality and difficult to use.,2.0,,,,,,,,,,
,LuminaDesk LED Lamp,negative,Definitely not recommended.,2.0,,,,,,,,,,
,EcoHeat Portable Heater,negative,Terrible performance.,2.0,,,,,,,,,,
,SmartWatch X10,negative,I wouldn't buy it again.,0.0,,,,,,,,,,
,AquaPure Water Filter,negative,Did not meet my expectations.,2.0,,,,,,,,,,
,SkyView 4K Drone,negative,Poor quality and difficult to use.,1.0,,,,,,,,,,
,FreshBlend Mini Blender,negative,Stopped working after a short time.,2.0,,,,,,,,,,
,LuminaDesk LED Lamp,negative,Unreliable and poorly made.,0.0,,,,,,,,,,
,ThunderGaming Mouse GX,negative,Not worth the price.,2.0,,,,,,,,,,
,ThunderGaming Mouse GX,negative,I wouldn't buy it again.,0.0,,,,,,,,,,
,UltraSound Earbuds Pro,negative,Did not meet my expectations.,0.0,,,,,,,,,,
,PureSound BT Speaker,negative,Definitely not recommended.,0.0,,,,,,,,,,
,ThunderGaming Mouse GX,negative,One of the worst purchases I've made.,2.0,,,,,,,,,,
,UltraSound Earbuds Pro,negative,Stopped working after a short time.,2.0,,,,,,,,,,
,SmartWatch X10,negative,I wouldn't buy it again.,1.0,,,,,,,,,,
,EcoHeat Portable Heater,negative,Did not meet my expectations.,0.0,,,,,,,,,,
,ThunderGaming Mouse GX,negative,Not worth the price.,2.0,,,,,,,,,,
,AeroCoffee Maker 3,negative,I wouldn't buy it again.,1.0,,,,,,,,,,
,UltraSound Earbuds Pro,negative,Terrible performance.,0.0,,,,,,,,,,
,FreshBlend Mini Blender,negative,Terrible performance.,2.0,,,,,,,,,,
,SmartWatch X10,negative,Very disappointed with this product.,1.0,,,,,,,,,,
,AeroCoffee Maker 3,negative,Terrible performance.,0.0,,,,,,,,,,
,SmartWatch X10,negative,Terrible performance.,0.0,,,,,,,,,,
,UltraSound Earbuds Pro,negative,Unreliable and poorly made.,2.0,,,,,,,,,,
,EcoHeat Portable Heater,negative,Definitely not recommended.,1.0,,,,,,,,,,
,AeroCoffee Maker 3,negative,Definitely not recommended.,0.0,,,,,,,,,,
,SmartWatch X10,negative,Stopped working after a short time.,0.0,,,,,,,,,,
,PureSound BT Speaker,negative,Not worth the price.,1.0,,,,,,,,,,
,FreshBlend Mini Blender,negative,Poor quality and difficult to use.,1.0,,,,,,,,,,
,AeroCoffee Maker 3,negative,Poor quality and difficult to use.,0.0,,,,,,,,,,
,SkyView 4K Drone,negative,One of the worst purchases I've made.,0.0,,,,,,,,,,
,SkyView 4K Drone,negative,Poor quality and difficult to use.,0.0,,,,,,,,,,
,ThunderGaming Mouse GX,negative,Poor quality and difficult to use.,2.0,,,,,,,,,,
,SmartWatch X10,negative,One of the worst purchases I've made.,2.0,,,,,,,,,,
,UltraSound Earbuds Pro,negative,Did not meet my expectations.,1.0,,,,,,,,,,
,LuminaDesk LED Lamp,negative,Did not meet my expectations.,2.0,,,,,,,,,,
,UltraSound Earbuds Pro,negative,Not worth the price.,1.0,,,,,,,,,,
,UltraSound Earbuds Pro,negative,Poor quality and difficult to use.,2.0,,,,,,,,,,
,SmartWatch X10,negative,I wouldn't buy it again.,0.0,,,,,,,,,,
,FreshBlend Mini Blender,negative,I wouldn't buy it again.,2.0,,,,,,,,,,
,PureSound BT Speaker,negative,Unreliable and poorly made.,0.0,,,,,,,,,,
,EcoHeat Portable Heater,negative,Unreliable and poorly made.,0.0,,,,,,,,,,
,LuminaDesk LED Lamp,negative,Very disappointed with this product.,2.0,,,,,,,,,,
,ThunderGaming Mouse GX,negative,Stopped working after a short time.,2.0,,,,,,,,,,
,SmartWatch X10,negative,I wouldn't buy it again.,2.0,,,,,,,,,,
,SmartWatch X10,negative,Stopped working after a short time.,0.0,,,,,,,,,,
,AeroCoffee Maker 3,negative,Stopped working after a short time.,1.0,,,,,,,,,,
,AeroCoffee Maker 3,negative,One of the worst purchases I've made.,1.0,,,,,,,,,,
,EcoHeat Portable Heater,negative,Terrible performance.,1.0,,,,,,,,,,
,EcoHeat Portable Heater,negative,I wouldn't buy it again.,1.0,,,,,,,,,,
,AeroCoffee Maker 3,negative,Not worth the price.,1.0,,,,,,,,,,
,AquaPure Water Filter,negative,Terrible performance.,1.0,,,,,,,,,,
,ThunderGaming Mouse GX,negative,Unreliable and poorly made.,1.0,,,,,,,,,,
,EcoHeat Portable Heater,negative,Unreliable and poorly made.,1.0,,,,,,,,,,
,EcoHeat Portable Heater,negative,Not worth the price.,2.0,,,,,,,,,,
,PureSound BT Speaker,negative,I wouldn't buy it again.,1.0,,,,,,,,,,
,EcoHeat Portable Heater,negative,Definitely not recommended.,1.0,,,,,,,,,,
,ThunderGaming Mouse GX,negative,Poor quality and difficult to use.,2.0,,,,,,,,,,
